9.3518235e-003  6.5783151e-003  8.3985840e-003  9.5487889e-003  7.5389127e-003  8.2450727e-003  8.0679948e-003  8.3011478e-003  8.5376986e-003  7.2878686e-003
9.8983778e-003  6.9645349e-003  8.8909495e-003  1.0106508e-002  7.9806908e-003  8.7290534e-003  8.5413240e-003  8.7859984e-003  9.0378957e-003  7.7147908e-003
1.0444326e-002  7.3506280e-003  9.3830294e-003  1.0663550e-002  8.4221803e-003  9.2128588e-003  9.0144377e-003  9.2702601e-003  9.5377470e-003  8.1414095e-003
1.0989635e-002  7.7365875e-003  9.8748080e-003  1.1219877e-002  8.8633654e-003  9.6964793e-003  9.4873240e-003  9.7539012e-003  1.0037234e-002  8.5677082e-003
1.1534271e-002  8.1224063e-003  1.0366270e-002  1.1775454e-002  9.3042304e-003  1.0179905e-002  9.9599710e-003  1.0236890e-002  1.0536337e-002  8.9936702e-003
1.2078204e-002  8.5080775e-003  1.0857398e-002  1.2330243e-002  9.7447594e-003  1.0663127e-002  1.0432367e-002  1.0719195e-002  1.1035037e-002  9.4192792e-003
1.2621399e-002  8.8935942e-003  1.1348179e-002  1.2884209e-002  1.0184937e-002  1.1146135e-002  1.0904500e-002  1.1200784e-002  1.1533316e-002  9.8445185e-003
1.3163824e-002  9.2789493e-003  1.1838595e-002  1.3437315e-002  1.0624747e-002  1.1628919e-002  1.1376358e-002  1.1681627e-002  1.2031154e-002  1.0269372e-002
1.3705447e-002  9.6641359e-003  1.2328632e-002  1.3989527e-002  1.1064174e-002  1.2111470e-002  1.1847930e-002  1.2161692e-002  1.2528533e-002  1.0693823e-002
1.4246237e-002  1.0049147e-002  1.2818274e-002  1.4540808e-002  1.1503202e-002  1.2593779e-002  1.2319203e-002  1.2640948e-002  1.3025433e-002  1.1117855e-002
1.4786160e-002  1.0433976e-002  1.3307505e-002  1.5091123e-002  1.1941816e-002  1.3075835e-002  1.2790166e-002  1.3119364e-002  1.3521837e-002  1.1541453e-002
1.5325187e-002  1.0818616e-002  1.3796310e-002  1.5640437e-002  1.2380000e-002  1.3557629e-002  1.3260806e-002  1.3596911e-002  1.4017726e-002  1.1964599e-002
1.5863283e-002  1.1203059e-002  1.4284673e-002  1.6188715e-002  1.2817740e-002  1.4039152e-002  1.3731114e-002  1.4073557e-002  1.4513080e-002  1.2387279e-002
1.6400420e-002  1.1587300e-002  1.4772579e-002  1.6735922e-002  1.3255018e-002  1.4520393e-002  1.4201075e-002  1.4549272e-002  1.5007881e-002  1.2809475e-002
1.6936564e-002  1.1971330e-002  1.5260012e-002  1.7282024e-002  1.3691820e-002  1.5001344e-002  1.4670680e-002  1.5024026e-002  1.5502110e-002  1.3231172e-002
1.7471686e-002  1.2355144e-002  1.5746958e-002  1.7826986e-002  1.4128131e-002  1.5481995e-002  1.5139915e-002  1.5497790e-002  1.5995749e-002  1.3652354e-002
1.8005754e-002  1.2738735e-002  1.6233400e-002  1.8370775e-002  1.4563936e-002  1.5962337e-002  1.5608770e-002  1.5970534e-002  1.6488780e-002  1.4073004e-002
1.8538738e-002  1.3122094e-002  1.6719323e-002  1.8913357e-002  1.4999218e-002  1.6442359e-002  1.6077233e-002  1.6442229e-002  1.6981184e-002  1.4493108e-002
1.9070607e-002  1.3505217e-002  1.7204713e-002  1.9454699e-002  1.5433964e-002  1.6922053e-002  1.6545293e-002  1.6912844e-002  1.7472942e-002  1.4912650e-002
1.9601331e-002  1.3888095e-002  1.7689554e-002  1.9994767e-002  1.5868157e-002  1.7401409e-002  1.7012936e-002  1.7382353e-002  1.7964037e-002  1.5331613e-002
2.0130880e-002  1.4270723e-002  1.8173830e-002  2.0533528e-002  1.6301783e-002  1.7880417e-002  1.7480153e-002  1.7850725e-002  1.8454449e-002  1.5749983e-002
2.0659224e-002  1.4653092e-002  1.8657527e-002  2.1070951e-002  1.6734827e-002  1.8359069e-002  1.7946931e-002  1.8317933e-002  1.8944161e-002  1.6167743e-002
2.1186334e-002  1.5035198e-002  1.9140629e-002  2.1607002e-002  1.7167273e-002  1.8837354e-002  1.8413259e-002  1.8783948e-002  1.9433155e-002  1.6584879e-002
2.1712181e-002  1.5417032e-002  1.9623122e-002  2.2141650e-002  1.7599108e-002  1.9315264e-002  1.8879126e-002  1.9248742e-002  1.9921412e-002  1.7001375e-002
2.2236735e-002  1.5798588e-002  2.0104990e-002  2.2674863e-002  1.8030315e-002  1.9792789e-002  1.9344520e-002  1.9712288e-002  2.0408915e-002  1.7417216e-002
2.2759968e-002  1.6179860e-002  2.0586219e-002  2.3206609e-002  1.8460881e-002  2.0269919e-002  1.9809429e-002  2.0174559e-002  2.0895644e-002  1.7832387e-002
2.3281851e-002  1.6560840e-002  2.1066793e-002  2.3736859e-002  1.8890791e-002  2.0746646e-002  2.0273842e-002  2.0635527e-002  2.1381584e-002  1.8246873e-002
2.3802356e-002  1.6941522e-002  2.1546698e-002  2.4265581e-002  1.9320029e-002  2.1222960e-002  2.0737748e-002  2.1095166e-002  2.1866715e-002  1.8660658e-002
2.4321455e-002  1.7321900e-002  2.2025918e-002  2.4792744e-002  1.9748582e-002  2.1698852e-002  2.1201135e-002  2.1553449e-002  2.2351019e-002  1.9073728e-002
2.4839119e-002  1.7701966e-002  2.2504440e-002  2.5318319e-002  2.0176436e-002  2.2174312e-002  2.1663992e-002  2.2010350e-002  2.2834480e-002  1.9486069e-002
2.5355322e-002  1.8081714e-002  2.2982248e-002  2.5842277e-002  2.0603574e-002  2.2649332e-002  2.2126308e-002  2.2465843e-002  2.3317079e-002  1.9897665e-002
2.5870037e-002  1.8461137e-002  2.3459328e-002  2.6364587e-002  2.1029985e-002  2.3123902e-002  2.2588072e-002  2.2919902e-002  2.3798799e-002  2.0308502e-002
2.6383236e-002  1.8840230e-002  2.3935665e-002  2.6885221e-002  2.1455652e-002  2.3598013e-002  2.3049271e-002  2.3372503e-002  2.4279623e-002  2.0718565e-002
2.6894893e-002  1.9218984e-002  2.4411244e-002  2.7404151e-002  2.1880562e-002  2.4071655e-002  2.3509896e-002  2.3823619e-002  2.4759532e-002  2.1127841e-002
2.7404981e-002  1.9597395e-002  2.4886052e-002  2.7921348e-002  2.2304701e-002  2.4544821e-002  2.3969934e-002  2.4273227e-002  2.5238510e-002  2.1536314e-002
2.7913475e-002  1.9975454e-002  2.5360073e-002  2.8436784e-002  2.2728055e-002  2.5017500e-002  2.4429375e-002  2.4721302e-002  2.5716539e-002  2.1943972e-002
2.8420348e-002  2.0353157e-002  2.5833293e-002  2.8950433e-002  2.3150610e-002  2.5489683e-002  2.4888208e-002  2.5167821e-002  2.6193602e-002  2.2350799e-002
2.8925576e-002  2.0730495e-002  2.6305699e-002  2.9462267e-002  2.3572352e-002  2.5961363e-002  2.5346421e-002  2.5612759e-002  2.6669683e-002  2.2756782e-002
2.9429132e-002  2.1107463e-002  2.6777274e-002  2.9972259e-002  2.3993267e-002  2.6432528e-002  2.5804004e-002  2.6056093e-002  2.7144763e-002  2.3161907e-002
2.9930994e-002  2.1484054e-002  2.7248007e-002  3.0480384e-002  2.4413342e-002  2.6903171e-002  2.6260945e-002  2.6497800e-002  2.7618826e-002  2.3566160e-002
3.0431135e-002  2.1860262e-002  2.7717881e-002  3.0986616e-002  2.4832563e-002  2.7373283e-002  2.6717234e-002  2.6937858e-002  2.8091855e-002  2.3969528e-002
3.0929531e-002  2.2236081e-002  2.8186884e-002  3.1490929e-002  2.5250917e-002  2.7842854e-002  2.7172859e-002  2.7376245e-002  2.8563833e-002  2.4371997e-002
3.1426160e-002  2.2611503e-002  2.8655001e-002  3.1993298e-002  2.5668389e-002  2.8311876e-002  2.7627810e-002  2.7812938e-002  2.9034744e-002  2.4773554e-002
3.1920998e-002  2.2986524e-002  2.9122219e-002  3.2493699e-002  2.6084968e-002  2.8780339e-002  2.8082076e-002  2.8247916e-002  2.9504571e-002  2.5174186e-002
3.2414020e-002  2.3361135e-002  2.9588523e-002  3.2992108e-002  2.6500639e-002  2.9248236e-002  2.8535646e-002  2.8681158e-002  2.9973298e-002  2.5573880e-002
3.2905205e-002  2.3735332e-002  3.0053899e-002  3.3488501e-002  2.6915390e-002  2.9715557e-002  2.8988509e-002  2.9112642e-002  3.0440908e-002  2.5972623e-002
3.3394531e-002  2.4109107e-002  3.0518334e-002  3.3982856e-002  2.7329207e-002  3.0182293e-002  2.9440654e-002  2.9542350e-002  3.0907384e-002  2.6370401e-002
3.3881974e-002  2.4482455e-002  3.0981815e-002  3.4475148e-002  2.7742078e-002  3.0648436e-002  2.9892072e-002  2.9970260e-002  3.1372711e-002  2.6767202e-002
3.4367513e-002  2.4855370e-002  3.1444327e-002  3.4965357e-002  2.8153990e-002  3.1113976e-002  3.0342751e-002  3.0396352e-002  3.1836872e-002  2.7163015e-002
3.4851128e-002  2.5227844e-002  3.1905857e-002  3.5453460e-002  2.8564930e-002  3.1578906e-002  3.0792680e-002  3.0820609e-002  3.2299851e-002  2.7557825e-002
3.5332796e-002  2.5599872e-002  3.2366392e-002  3.5939436e-002  2.8974885e-002  3.2043216e-002  3.1241849e-002  3.1243011e-002  3.2761633e-002  2.7951621e-002
3.5812498e-002  2.5971448e-002  3.2825919e-002  3.6423263e-002  2.9383843e-002  3.2506899e-002  3.1690248e-002  3.1663539e-002  3.3222201e-002  2.8344391e-002
3.6290213e-002  2.6342566e-002  3.3284423e-002  3.6904923e-002  2.9791791e-002  3.2969944e-002  3.2137866e-002  3.2082175e-002  3.3681540e-002  2.8736123e-002
3.6765920e-002  2.6713219e-002  3.3741892e-002  3.7384394e-002  3.0198718e-002  3.3432345e-002  3.2584693e-002  3.2498902e-002  3.4139633e-002  2.9126804e-002
3.7239602e-002  2.7083402e-002  3.4198312e-002  3.7861657e-002  3.0604610e-002  3.3894091e-002  3.3030718e-002  3.2913702e-002  3.4596467e-002  2.9516424e-002
3.7711237e-002  2.7453108e-002  3.4653671e-002  3.8336694e-002  3.1009457e-002  3.4355176e-002  3.3475930e-002  3.3326560e-002  3.5052024e-002  2.9904970e-002
3.8180809e-002  2.7822331e-002  3.5107956e-002  3.8809485e-002  3.1413245e-002  3.4815589e-002  3.3920321e-002  3.3737457e-002  3.5506290e-002  3.0292431e-002
3.8648297e-002  2.8191066e-002  3.5561153e-002  3.9280013e-002  3.1815963e-002  3.5275324e-002  3.4363879e-002  3.4146379e-002  3.5959250e-002  3.0678796e-002
3.9113685e-002  2.8559306e-002  3.6013250e-002  3.9748260e-002  3.2217600e-002  3.5734371e-002  3.4806594e-002  3.4553310e-002  3.6410888e-002  3.1064053e-002
3.9576955e-002  2.8927045e-002  3.6464234e-002  4.0214209e-002  3.2618143e-002  3.6192722e-002  3.5248456e-002  3.4958234e-002  3.6861189e-002  3.1448191e-002
4.0038089e-002  2.9294279e-002  3.6914093e-002  4.0677844e-002  3.3017581e-002  3.6650369e-002  3.5689455e-002  3.5361137e-002  3.7310139e-002  3.1831201e-002
4.0497071e-002  2.9661000e-002  3.7362813e-002  4.1139148e-002  3.3415903e-002  3.7107304e-002  3.6129580e-002  3.5762005e-002  3.7757722e-002  3.2213070e-002
4.0953884e-002  3.0027203e-002  3.7810383e-002  4.1598107e-002  3.3813096e-002  3.7563518e-002  3.6568823e-002  3.6160823e-002  3.8203925e-002  3.2593788e-002
4.1408513e-002  3.0392882e-002  3.8256789e-002  4.2054705e-002  3.4209151e-002  3.8019004e-002  3.7007173e-002  3.6557579e-002  3.8648731e-002  3.2973345e-002
4.1860941e-002  3.0758031e-002  3.8702020e-002  4.2508927e-002  3.4604056e-002  3.8473752e-002  3.7444620e-002  3.6952259e-002  3.9092128e-002  3.3351731e-002
4.2311155e-002  3.1122645e-002  3.9146063e-002  4.2960760e-002  3.4997800e-002  3.8927755e-002  3.7881153e-002  3.7344852e-002  3.9534100e-002  3.3728936e-002
4.2759138e-002  3.1486717e-002  3.9588907e-002  4.3410191e-002  3.5390372e-002  3.9381006e-002  3.8316765e-002  3.7735344e-002  3.9974633e-002  3.4104948e-002
4.3204876e-002  3.1850243e-002  4.0030538e-002  4.3857205e-002  3.5781762e-002  3.9833495e-002  3.8751444e-002  3.8123724e-002  4.0413714e-002  3.4479760e-002
4.3648356e-002  3.2213216e-002  4.0470946e-002  4.4301792e-002  3.6171958e-002  4.0285214e-002  3.9185181e-002  3.8509982e-002  4.0851328e-002  3.4853361e-002
4.4089565e-002  3.2575632e-002  4.0910118e-002  4.4743938e-002  3.6560951e-002  4.0736157e-002  3.9617966e-002  3.8894105e-002  4.1287461e-002  3.5225742e-002
4.4528488e-002  3.2937483e-002  4.1348042e-002  4.5183633e-002  3.6948730e-002  4.1186315e-002  4.0049790e-002  3.9276085e-002  4.1722100e-002  3.5596892e-002
4.4965113e-002  3.3298765e-002  4.1784707e-002  4.5620866e-002  3.7335284e-002  4.1635679e-002  4.0480644e-002  3.9655911e-002  4.2155232e-002  3.5966804e-002
4.5399429e-002  3.3659472e-002  4.2220101e-002  4.6055626e-002  3.7720605e-002  4.2084243e-002  4.0910517e-002  4.0033574e-002  4.2586841e-002  3.6335469e-002
4.5831423e-002  3.4019600e-002  4.2654213e-002  4.6487904e-002  3.8104681e-002  4.2531999e-002  4.1339400e-002  4.0409065e-002  4.3016916e-002  3.6702877e-002
4.6261084e-002  3.4379141e-002  4.3087031e-002  4.6917690e-002  3.8487503e-002  4.2978938e-002  4.1767285e-002  4.0782375e-002  4.3445443e-002  3.7069019e-002
4.6688401e-002  3.4738091e-002  4.3518544e-002  4.7344976e-002  3.8869061e-002  4.3425053e-002  4.2194161e-002  4.1153497e-002  4.3872408e-002  3.7433888e-002
4.7113363e-002  3.5096445e-002  4.3948740e-002  4.7769754e-002  3.9249346e-002  4.3870337e-002  4.2620020e-002  4.1522423e-002  4.4297799e-002  3.7797474e-002
4.7535961e-002  3.5454196e-002  4.4377609e-002  4.8192015e-002  3.9628347e-002  4.4314781e-002  4.3044852e-002  4.1889146e-002  4.4721604e-002  3.8159771e-002
4.7956185e-002  3.5811341e-002  4.4805140e-002  4.8611753e-002  4.0006057e-002  4.4758379e-002  4.3468648e-002  4.2253659e-002  4.5143808e-002  3.8520769e-002
4.8374024e-002  3.6167873e-002  4.5231321e-002  4.9028961e-002  4.0382465e-002  4.5201122e-002  4.3891399e-002  4.2615956e-002  4.5564400e-002  3.8880462e-002
4.8789472e-002  3.6523787e-002  4.5656141e-002  4.9443633e-002  4.0757563e-002  4.5643004e-002  4.4313097e-002  4.2976032e-002  4.5983367e-002  3.9238841e-002
4.9202519e-002  3.6879078e-002  4.6079591e-002  4.9855764e-002  4.1131342e-002  4.6084016e-002  4.4733731e-002  4.3333881e-002  4.6400697e-002  3.9595899e-002
4.9613157e-002  3.7233742e-002  4.6501659e-002  5.0265348e-002  4.1503792e-002  4.6524152e-002  4.5153294e-002  4.3689498e-002  4.6816377e-002  3.9951628e-002
